,Suburb,Address,Rooms,Housewithrooms,Housewithrooms1,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1066,Northcote,19a Victoria Rd,3,House,house with 3,975000,S,Barry,22/05/2016,5.5,3070,3,1,2,274,,2006,Darebin,-37.7815,145.0096,Northern Metropolitan,11364
1067,Northcote,8 Reid St,2,House,house with 2,1095000,S,Ray,22/08/2016,5.5,3070,2,1,2,306,86,1910,Darebin,-37.7644,145.004,Northern Metropolitan,11364
1068,Northcote,60 Ross St,3,House,house with 3,1121000,S,Ray,22/08/2016,5.5,3070,3,1,0,0,,,Darebin,-37.7821,144.9995,Northern Metropolitan,11364
1069,Northcote,1/54 Emmaline St,1,Unit,unit with 2,370000,PI,hockingstuart,23/04/2016,5.5,3070,2,1,1,0,,,Darebin,-37.7635,144.9934,Northern Metropolitan,11364
1070,Northcote,12 Stott St,3,House,house with 3,1225000,SP,Barry,23/04/2016,5.5,3070,3,1,2,307,135,1910,Darebin,-37.764,144.9976,Northern Metropolitan,11364
1071,Northcote,43 Andrew St,4,House,house with 3,2004000,S,Jellis,24/09/2016,5.5,3070,3,2,1,569,,,Darebin,-37.772,145.0039,Northern Metropolitan,11364
1072,Northcote,52 Charles St,2,House,house with 2,1211000,S,Jellis,24/09/2016,5.5,3070,2,1,1,178,100,1900,Darebin,-37.777,144.9922,Northern Metropolitan,11364
1073,Northcote,167 Clarke St,5,House,house with 4,4300000,SP,McGrath,24/09/2016,5.5,3070,4,4,3,569,,1910,Darebin,-37.7763,144.9964,Northern Metropolitan,11364
1074,Northcote,23 Howitt St,3,House,house with 3,1400000,S,Collins,24/09/2016,5.5,3070,3,1,1,335,,,Darebin,-37.7816,145.0141,Northern Metropolitan,11364
1075,Northcote,1/13 Kellett St,2,Unit,unit with 2,770000,S,Nelson,24/09/2016,5.5,3070,2,1,1,129,115,1975,Darebin,-37.7668,145.0063,Northern Metropolitan,11364
1076,Northcote,130 Mitchell St,3,House,house with 3,1090000,SP,Miles,24/09/2016,5.5,3070,3,1,2,318,,,Darebin,-37.7733,145.0078,Northern Metropolitan,11364
1077,Northcote,33 Oxford St,4,House,house with 3,1830000,S,McGrath,24/09/2016,5.5,3070,3,1,1,654,,,Darebin,-37.7756,145.0082,Northern Metropolitan,11364
1078,Northcote,239 Victoria Rd,3,House,house with 3,1000000,VB,Nelson,24/09/2016,5.5,3070,3,1,1,440,131,1930,Darebin,-37.7663,145.0118,Northern Metropolitan,11364
1079,Northcote,5/216 Westgarth St,2,Unit,unit with 2,600000,S,Jellis,24/09/2016,5.5,3070,2,1,1,671,,,Darebin,-37.7833,145.0135,Northern Metropolitan,11364
1080,Northcote,2/195 Clarke St,2,Unit,unit with 2,692000,S,Harcourts,25/02/2017,5.5,3070,2,1,1,0,,2012,Darebin,-37.7765,144.9984,Northern Metropolitan,11364
1081,Northcote,27 Zoe Cct,3,Townhouse,townhouse with 3,980000,S,Harrington,25/02/2017,5.5,3070,3,2,2,195,,,Darebin,-37.7678,144.9853,Northern Metropolitan,11364
1082,Northcote,174 Beaconsfield Pde,4,House,house with 4,1310000,S,Nelson,27/06/2016,5.5,3070,4,2,1,355,,,Darebin,-37.7636,144.9872,Northern Metropolitan,11364
1083,Northcote,14 Northcote St,2,House,house with 2,1050000,S,Barry,27/06/2016,5.5,3070,2,1,2,301,100,1925,Darebin,-37.774,145.0081,Northern Metropolitan,11364
1084,Northcote,29 Traill St,5,House,house with 5,1700000,S,Nelson,27/06/2016,5.5,3070,5,3,1,450,265,1930,Darebin,-37.7701,144.9886,Northern Metropolitan,11364
1085,Northcote,162 Bastings St,3,House,house with 3,2160000,S,Jellis,27/11/2016,5.5,3070,3,2,1,338,90,1920,Darebin,-37.7757,145.0119,Northern Metropolitan,11364
1086,Northcote,13 Vauxhall Rd,3,House,house with 3,1610000,S,Jellis,27/11/2016,5.5,3070,3,1,2,501,,,Darebin,-37.7771,145.0116,Northern Metropolitan,11364
1087,Northcote,13/200 Westgarth St,1,Unit,unit with 1,400000,VB,Nelson,27/11/2016,5.5,3070,1,1,1,0,43,2014,Darebin,-37.7831,145.0124,Northern Metropolitan,11364
1088,Northcote,160 Bent St,4,House,house with 3,1420000,S,hockingstuart,28/05/2016,5.5,3070,3,1,1,465,137,1890,Darebin,-37.7662,144.9889,Northern Metropolitan,11364
1089,Northcote,3 Brooke St,4,House,house with 4,1950000,S,hockingstuart,28/05/2016,5.5,3070,4,2,1,489,140,1910,Darebin,-37.7762,145.0027,Northern Metropolitan,11364
1090,Northcote,4 Clifton St,5,House,house with 5,1820000,SP,hockingstuart,28/05/2016,5.5,3070,5,3,2,344,230,1939,Darebin,-37.7677,145.0085,Northern Metropolitan,11364
1091,Northcote,27 Vauxhall Rd,4,House,house with 3,1900000,PI,hockingstuart,28/05/2016,5.5,3070,3,2,1,537,,,Darebin,-37.7763,145.0117,Northern Metropolitan,11364
1092,Northcote,3 Atkinson St,3,House,house with 2,1080000,S,Harrington,28/08/2016,5.5,3070,2,1,1,348,130,1910,Darebin,-37.7799,145.011,Northern Metropolitan,11364
1093,Northcote,17/203 Clarke St,2,Unit,unit with 2,570000,VB,Woodards,28/08/2016,5.5,3070,2,1,1,0,10,1970,Darebin,-37.7766,144.9988,Northern Metropolitan,11364
1094,Northcote,70 James St,3,House,house with 3,1450000,PI,McGrath,28/08/2016,5.5,3070,3,1,1,489,,1900,Darebin,-37.7756,145.0002,Northern Metropolitan,11364
1095,Northcote,14 Jenkins St,3,House,house with 3,1400000,S,McGrath,28/08/2016,5.5,3070,3,1,2,582,,1932,Darebin,-37.7651,145.0062,Northern Metropolitan,11364
1096,Northcote,41 Johnson St,2,House,house with 2,1340000,S,McGrath,28/08/2016,5.5,3070,2,1,1,297,108,1910,Darebin,-37.7627,144.9986,Northern Metropolitan,11364
1097,Northcote,9/28 Ross St,1,Unit,unit with 1,340000,PI,Nelson,28/08/2016,5.5,3070,1,1,1,0,,,Darebin,-37.7839,144.9991,Northern Metropolitan,11364
1098,Northcote,43 Salisbury Gr,4,House,house with 4,1300000,VB,Jellis,28/08/2016,5.5,3070,4,3,2,187,,1970,Darebin,-37.7642,145.0025,Northern Metropolitan,11364
1099,Northcote,25 Simpson St,4,House,house with 4,2340000,S,McGrath,28/08/2016,5.5,3070,4,2,3,824,231,1920,Darebin,-37.7803,145.0063,Northern Metropolitan,11364
1100,Northcote,77 Union St,2,House,house with 2,1634000,SP,Nelson,28/08/2016,5.5,3070,2,1,2,376,109,1920,Darebin,-37.7789,144.9952,Northern Metropolitan,11364
1101,Northcote,51 Beavers Rd,2,House,house with 2,910000,S,Jellis,30/07/2016,5.5,3070,2,1,1,150,81,1995,Darebin,-37.7665,144.9955,Northern Metropolitan,11364
1102,Northcote,78 Bridge St,4,House,house with 4,1650000,S,Nelson,30/07/2016,5.5,3070,4,1,1,382,168,1970,Darebin,-37.7784,144.9959,Northern Metropolitan,11364
1103,Northcote,106 Christmas St,3,Townhouse,townhouse with 3,1130000,S,Nelson,30/07/2016,5.5,3070,3,2,1,229,,,Darebin,-37.7671,145.0153,Northern Metropolitan,11364
1104,Northcote,215 Clarke St,4,House,house with 4,3850000,PI,Jellis,30/07/2016,5.5,3070,4,4,8,1390,,1912,Darebin,-37.7767,144.9996,Northern Metropolitan,11364
1105,Northcote,155 Westbourne Gr,3,House,house with 3,1510000,PI,Jellis,30/07/2016,5.5,3070,3,1,3,327,165,1900,Darebin,-37.7741,144.9971,Northern Metropolitan,11364
1106,Northcote,118 Westgarth St,3,House,house with 4,1500000,PI,Jellis,30/07/2016,5.5,3070,4,1,8,727,,1900,Darebin,-37.7825,145.0072,Northern Metropolitan,11364
1107,Northcote,120 Westgarth St,4,House,house with 3,2315000,S,Jellis,30/07/2016,5.5,3070,3,2,4,750,,,Darebin,-37.7825,145.0073,Northern Metropolitan,11364
1108,Oak Park,14 Marie St,3,House,house with 3,892000,S,Nelson,3/09/2016,11.5,3046,3,1,3,757,,,Moreland,-37.718,144.9174,Northern Metropolitan,2651
1109,Oak Park,1 Victoria St,2,House,house with 2,592000,S,Barry,3/09/2016,11.5,3046,2,1,2,577,,,Moreland,-37.7137,144.9167,Northern Metropolitan,2651
1110,Oak Park,1/1 Gregory St,3,Unit,unit with 3,647000,S,Brad,3/12/2016,11.5,3046,3,1,2,250,,,Moreland,-37.7232,144.9148,Northern Metropolitan,2651
1111,Oak Park,40 Winifred St,4,House,house with 4,865000,S,Brad,3/12/2016,11.5,3046,4,1,2,696,160,1955,Moreland,-37.7209,144.9158,Northern Metropolitan,2651
1112,Oak Park,7 Cartwright St,4,House,house with 4,1350000,S,Eview,4/03/2017,11.5,3046,4,2,2,590,237,,Moreland,-37.7151,144.9194,Northern Metropolitan,2651
1113,Oak Park,1/9 Cartwright St,2,Unit,unit with 2,476000,S,hockingstuart,6/08/2016,11.5,3046,2,1,1,189,85,1995,Moreland,-37.7151,144.9191,Northern Metropolitan,2651
1114,Oak Park,40 New Rd,4,House,house with 4,830000,PI,Brad,7/05/2016,11.5,3046,4,2,2,616,,1950,Moreland,-37.7134,144.9096,Northern Metropolitan,2651
1115,Oak Park,44 Devereaux St,3,House,house with 3,706000,PI,Eview,7/11/2016,11.5,3046,3,1,0,715,111,1960,Moreland,-37.7143,144.9092,Northern Metropolitan,2651
1116,Oak Park,11 Murphy St,4,House,house with 4,920000,S,Ray,7/11/2016,11.5,3046,4,2,2,780,179,1965,Moreland,-37.7168,144.9171,Northern Metropolitan,2651
1117,Oak Park,4/13 Sylvester St,2,Unit,unit with 2,522000,S,Stockdale,8/10/2016,11.5,3046,2,1,1,161,91,2012,Moreland,-37.7204,144.9131,Northern Metropolitan,2651
1118,Oak Park,5/4 Ethel St,3,Unit,unit with 3,358500,S,Jason,10/09/2016,11.5,3046,3,1,1,0,,,Moreland,-37.7233,144.9168,Northern Metropolitan,2651
1119,Oak Park,7 Pines Gr,4,House,house with 3,690000,S,Brad,10/09/2016,11.5,3046,3,1,1,553,137,1960,Moreland,-37.7161,144.9165,Northern Metropolitan,2651
1120,Oak Park,4 Ridge Rd,4,House,house with 4,800000,S,Stockdale,10/12/2016,11.5,3046,4,2,1,589,,,Moreland,-37.7151,144.9157,Northern Metropolitan,2651
1121,Oak Park,1/22 Lex Gr,3,Townhouse,townhouse with 3,770000,S,Brad,11/02/2017,11.5,3046,3,2,2,272,138,2012,Moreland,-37.7182,144.9244,Northern Metropolitan,2651
1122,Oak Park,10 Grevillia Rd,5,House,house with 5,1100000,PI,Nelson,12/11/2016,11.5,3046,5,2,4,783,223,1950,Moreland,-37.7207,144.9263,Northern Metropolitan,2651
1123,Oak Park,19 Valdoone Ct,3,House,house with 3,727500,S,Brad,13/08/2016,11.5,3046,3,1,2,719,,,Moreland,-37.7152,144.9074,Northern Metropolitan,2651
1124,Oak Park,3 Flannery Ct,3,House,house with 3,925000,S,Brad,15/10/2016,11.5,3046,3,1,4,815,,1997,Moreland,-37.7151,144.9062,Northern Metropolitan,2651
1125,Oak Park,2/8 Gregory St,2,Townhouse,townhouse with 2,475000,PI,Barry,15/10/2016,11.5,3046,2,1,1,118,113,2010,Moreland,-37.7232,144.9154,Northern Metropolitan,2651
1126,Oak Park,5/25 Ethel St,3,Unit,unit with 3,651000,S,Nelson,16/07/2016,11.5,3046,3,2,2,198,113,2009,Moreland,-37.722,144.9169,Northern Metropolitan,2651
1127,Oak Park,1/29 Margaret St,3,Townhouse,townhouse with 3,770000,SP,Nelson,16/07/2016,11.5,3046,3,2,2,264,,,Moreland,-37.722,144.9192,Northern Metropolitan,2651
1128,Oak Park,63 Vincent St,3,House,house with 3,900000,SP,Nelson,16/07/2016,11.5,3046,3,1,1,705,,,Moreland,-37.7187,144.914,Northern Metropolitan,2651
1129,Oak Park,96 Winifred St,3,House,house with 3,815500,S,Brad,16/07/2016,11.5,3046,3,2,2,790,165,1940,Moreland,-37.718,144.9124,Northern Metropolitan,2651
1130,Oak Park,1 Jacaranda St,3,House,house with 3,770000,S,Stockdale,17/09/2016,11.5,3046,3,2,2,382,173,1960,Moreland,-37.7152,144.9165,Northern Metropolitan,2651
1131,Oak Park,4/29 Margaret St,2,Townhouse,townhouse with 2,585500,S,Eview,18/03/2017,11.5,3046,2,1,1,161,86,2013,Moreland,-37.7218,144.9188,Northern Metropolitan,2651
1132,Oak Park,40 Devereaux St,4,House,house with 4,840000,SP,Nelson,18/06/2016,11.5,3046,4,1,2,704,196,1960,Moreland,-37.7143,144.9096,Northern Metropolitan,2651
1133,Oak Park,20 Lex Gr,4,House,house with 4,1005000,S,Stockdale,19/11/2016,11.5,3046,4,1,1,780,,,Moreland,-37.7182,144.9246,Northern Metropolitan,2651
1134,Oak Park,2/16 Winifred St,2,Unit,unit with 2,470000,VB,Barry,22/05/2016,11.5,3046,2,1,1,138,76,2009,Moreland,-37.7209,144.9179,Northern Metropolitan,2651
1135,Oak Park,100 Winifred St,3,House,house with 3,810000,SP,Brad,22/08/2016,11.5,3046,3,1,3,763,93,1960,Moreland,-37.7178,144.9121,Northern Metropolitan,2651
1136,Oak Park,2/21 Gregory St,3,Unit,unit with 3,550000,PI,Brad,27/11/2016,11.5,3046,3,1,1,196,,,Moreland,-37.7216,144.9157,Northern Metropolitan,2651
1137,Oak Park,68 Vincent St,4,House,house with 4,855333,S,Eview,28/08/2016,11.5,3046,4,1,2,694,183,1974,Moreland,-37.718,144.9138,Northern Metropolitan,2651
1138,Oak Park,11 Hillcrest Rd,5,House,house with 5,900000,VB,Brad,30/07/2016,11.5,3046,5,2,2,568,260,1995,Moreland,-37.7129,144.9253,Northern Metropolitan,2651
1139,Oak Park,8a Pines Gr,2,House,house with 2,480000,S,Brad,30/07/2016,11.5,3046,2,1,2,0,,,Moreland,-37.7157,144.9165,Northern Metropolitan,2651
1140,Oakleigh South,2/232 Warrigal Rd,3,Townhouse,townhouse with 3,680000,S,Fletchers,3/09/2016,14.7,3167,3,2,1,189,123,,Monash,-37.9122,145.0853,South-Eastern Metropolitan,3692
1141,Oakleigh South,14 Bossington St,3,House,house with 3,981000,S,Buxton,3/12/2016,14.7,3167,3,1,2,646,,,Monash,-37.9167,145.0855,South-Eastern Metropolitan,3692
1142,Oakleigh South,4 Montrose St,4,House,house with 4,876000,S,Buxton,4/02/2016,14.7,3167,4,2,1,535,,,Kingston,-37.9384,145.0878,South-Eastern Metropolitan,3692
1143,Oakleigh South,16 Alleford St,3,House,house with 3,875000,S,Buxton,4/03/2017,14.7,3167,3,2,1,258,105,1999,Monash,-37.9156,145.0879,South-Eastern Metropolitan,3692
1144,Oakleigh South,2/1073 Centre Rd,4,House,house with 4,651000,PI,Woodards,7/05/2016,14.7,3167,4,2,2,214,189,2010,Kingston,-37.9244,145.0883,South-Eastern Metropolitan,3692
1145,Oakleigh South,14 Columbia St,3,House,house with 1,802000,S,Ray,8/10/2016,14.7,3167,1,1,2,533,120,1960,Kingston,-37.9348,145.0836,South-Eastern Metropolitan,3692
1146,Oakleigh South,21 Hardy Ct,3,House,house with 3,995000,S,Ray,8/10/2016,14.7,3167,3,1,1,530,,,Monash,-37.9248,145.1067,South-Eastern Metropolitan,3692
1147,Oakleigh South,9 Wicks Ct,4,House,house with 4,881500,S,Ray,10/09/2016,14.7,3167,4,2,2,581,,,Kingston,-37.9355,145.0979,South-Eastern Metropolitan,3692
1148,Oakleigh South,4 Cascade St,5,House,house with 5,900000,S,Ray,11/02/2017,14.7,3167,5,2,2,558,239,1987,Kingston,-37.9366,145.0954,South-Eastern Metropolitan,3692
1149,Oakleigh South,3/1073 Centre Rd,3,House,house with 3,782000,SP,Woodards,11/03/2017,14.7,3167,3,2,2,0,,,Kingston,-37.9244,145.0885,South-Eastern Metropolitan,3692
1150,Oakleigh South,10a Farm Rd,2,House,house with 2,580000,PI,Buxton,12/06/2016,14.7,3167,2,1,2,428,,,Monash,-37.9249,145.0943,South-Eastern Metropolitan,3692
1151,Oakleigh South,13 Farm Rd,3,House,house with 3,937500,S,Ray,12/11/2016,14.7,3167,3,1,2,530,,,Monash,-37.9245,145.0937,South-Eastern Metropolitan,3692
1152,Oakleigh South,25 Luntar Rd,3,House,house with 3,1080000,S,Woodards,12/11/2016,14.7,3167,3,2,2,716,,,Kingston,-37.9261,145.083,South-Eastern Metropolitan,3692
1153,Oakleigh South,8 Riley St,3,House,house with 3,1000000,S,Ray,12/11/2016,14.7,3167,3,2,2,575,120,1960,Monash,-37.9215,145.0925,South-Eastern Metropolitan,3692
1154,Oakleigh South,24 Guest Rd,3,House,house with 3,1235000,S,Buxton,15/10/2016,14.7,3167,3,1,4,743,,,Monash,-37.9129,145.094,South-Eastern Metropolitan,3692
1155,Oakleigh South,7 Robyn Ct,4,House,house with 4,801347,SP,Buxton,16/07/2016,14.7,3167,4,2,1,567,164,1970,Kingston,-37.9361,145.0816,South-Eastern Metropolitan,3692
1156,Oakleigh South,9 Emerald St,3,House,house with 3,921000,S,hockingstuart,18/03/2017,14.7,3167,3,1,2,535,129,1970,Kingston,-37.9377,145.0856,South-Eastern Metropolitan,3692
1157,Oakleigh South,1172 North Rd,6,House,house with 6,1900000,S,Harcourts,18/03/2017,14.7,3167,6,2,6,1200,181,1970,Monash,-37.9099,145.0875,South-Eastern Metropolitan,3692
1158,Oakleigh South,1/19 Dermot St,2,House,house with 2,752500,SP,Buxton,18/06/2016,14.7,3167,2,1,1,308,112,1950,Monash,-37.9191,145.0855,South-Eastern Metropolitan,3692
1159,Oakleigh South,9 Telopea Ct,4,House,house with 4,800000,PI,Woodards,18/06/2016,14.7,3167,4,2,2,558,,,Kingston,-37.9393,145.0962,South-Eastern Metropolitan,3692
1160,Oakleigh South,41 Bossington St,3,Townhouse,townhouse with 3,800000,S,Buxton,24/09/2016,14.7,3167,3,1,2,252,,,Monash,-37.9167,145.0879,South-Eastern Metropolitan,3692
1161,Oakleigh South,107 Golf Rd,3,House,house with 3,1067000,S,Woodards,25/02/2017,14.7,3167,3,1,2,648,122,1940,Monash,-37.9196,145.0876,South-Eastern Metropolitan,3692
1162,Oakleigh South,31 Riley St,4,House,house with 4,1310000,S,Buxton,25/02/2017,14.7,3167,4,2,4,993,,1960,Monash,-37.9239,145.0943,South-Eastern Metropolitan,3692
1163,Oakleigh South,24 Valley St,3,House,house with 3,800000,S,Ray,25/02/2017,14.7,3167,3,2,2,0,,,Monash,-37.918,145.1064,South-Eastern Metropolitan,3692
1164,Oakleigh South,28 Devoy St,3,House,house with 3,1260500,S,Buxton,26/07/2016,14.7,3167,3,1,1,774,107,1950,Monash,-37.9178,145.0872,South-Eastern Metropolitan,3692
1165,Oakleigh South,15 Druitt St,3,House,house with 3,850500,S,Buxton,27/11/2016,14.7,3167,3,1,2,531,118,1962,Kingston,-37.9303,145.082,South-Eastern Metropolitan,3692
1166,Oakleigh South,2/3 Golf Rd,2,Unit,unit with 2,625000,S,LJ,27/11/2016,14.7,3167,2,1,1,204,,,Monash,-37.9107,145.0891,South-Eastern Metropolitan,3692
1167,Oakleigh South,3 Paula Ct,3,House,house with 3,980500,S,McGrath,27/11/2016,14.7,3167,3,2,2,727,,,Monash,-37.9187,145.1098,South-Eastern Metropolitan,3692
1168,Oakleigh South,22 Pitt St,3,House,house with 3,1068000,S,Ray,27/11/2016,14.7,3167,3,2,2,609,172,1970,Monash,-37.9213,145.0854,South-Eastern Metropolitan,3692
1169,Oakleigh South,20 Vanessa Ct,4,House,house with 4,937500,SP,Greg,28/05/2016,14.7,3167,4,2,2,539,226,1993,Kingston,-37.9413,145.0957,South-Eastern Metropolitan,3692
1170,Oakleigh South,15 Yarra Ct,4,House,house with 4,1126000,S,Buxton,28/08/2016,14.7,3167,4,2,2,530,242,1980,Kingston,-37.935,145.083,South-Eastern Metropolitan,3692
1171,Oakleigh South,19 Reid St,2,House,house with 2,778000,S,Ray,30/07/2016,14.7,3167,2,1,1,806,89,1965,Monash,-37.9112,145.0873,South-Eastern Metropolitan,3692
1172,Parkville,50 Strickland Rd,4,House,house with 4,1230000,S,Nelson,3/09/2016,2.6,3052,4,2,2,357,249,2009,Melbourne,-37.7767,144.9403,Northern Metropolitan,2309
1173,Parkville,12/238 The Avenue,3,Unit,unit with 3,1360000,S,Jellis,3/12/2016,2.6,3052,3,2,1,0,139,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309
1174,Parkville,92 Fitzgibbon St,2,House,house with 2,1805000,S,Collins,8/10/2016,2.6,3052,2,1,1,187,102,1890,Melbourne,-37.7939,144.9572,Northern Metropolitan,2309
1175,Parkville,14/18 Lennon St,1,Unit,unit with 1,352500,S,Jellis,8/10/2016,2.6,3052,1,1,1,0,,,Melbourne,-37.7864,144.9409,Northern Metropolitan,2309
1176,Parkville,47/202 The Avenue,1,Unit,unit with 1,395000,SP,Woodards,11/02/2017,2.6,3052,1,1,1,2469,,,Melbourne,-37.7827,144.9575,Northern Metropolitan,2309
1177,Parkville,9/18 Lennon St,1,House,house with 1,307000,S,Jellis,15/10/2016,2.6,3052,1,1,1,0,,,Melbourne,-37.7864,144.9409,Northern Metropolitan,2309
1178,Parkville,152 Park Dr,2,House,house with 2,2200000,S,Collins,15/10/2016,2.6,3052,2,2,1,190,172,1875,Melbourne,-37.7928,144.9575,Northern Metropolitan,2309
1179,Parkville,105/459 Royal Pde,1,Unit,unit with 1,485000,PI,Jellis,15/10/2016,2.6,3052,1,1,1,0,,,Melbourne,-37.7823,144.9593,Northern Metropolitan,2309
1180,Parkville,168 Gatehouse St,4,House,house with 4,1717500,S,Collins,19/11/2016,2.6,3052,4,2,1,165,,,Melbourne,-37.7933,144.9556,Northern Metropolitan,2309
1181,Parkville,199 Park Dr,2,House,house with 2,1265000,S,Nelson,19/11/2016,2.6,3052,2,1,0,70,102,1890,Melbourne,-37.7931,144.9565,Northern Metropolitan,2309
1182,Parkville,5/361 Royal Pde,1,Unit,unit with 1,401000,S,Nelson,19/11/2016,2.6,3052,1,1,1,0,,,Melbourne,-37.7852,144.9589,Northern Metropolitan,2309
1183,Parkville,84 Story St,4,House,house with 4,2375000,S,Red,19/11/2016,2.6,3052,4,2,2,182,,,Melbourne,-37.7965,144.9544,Northern Metropolitan,2309
1184,Parkville,66 Fitzgibbon St,2,House,house with 2,1851000,S,Marshall,22/08/2016,2.6,3052,2,1,1,172,,1900,Melbourne,-37.7948,144.9571,Northern Metropolitan,2309
1185,Parkville,11/2 MacArthur Rd,2,Unit,unit with 2,734600,SP,Woodards,22/08/2016,2.6,3052,2,2,1,2427,,1990,Melbourne,-37.7896,144.9584,Northern Metropolitan,2309
1186,Parkville,110 Gatehouse St,4,House,house with 4,1928000,S,Jellis,24/09/2016,2.6,3052,4,1,0,194,186,1890,Melbourne,-37.7944,144.9542,Northern Metropolitan,2309
1187,Parkville,12/196 The Avenue,1,Unit,unit with 1,526000,SP,Nelson,25/02/2017,2.6,3052,1,1,1,2488,50,1995,Melbourne,-37.7829,144.9574,Northern Metropolitan,2309
1188,Parkville,187 Park Dr,3,House,house with 4,2236000,S,Collins,27/06/2016,2.6,3052,4,2,1,154,196,1890,Melbourne,-37.7934,144.9562,Northern Metropolitan,2309
1189,Parkville,12/228 The Avenue,1,Unit,unit with 1,500000,S,Nelson,27/11/2016,2.6,3052,1,1,1,2431,,,Melbourne,-37.7821,144.9576,Northern Metropolitan,2309
1190,Parkville,28/238 The Avenue,3,Unit,unit with 3,1403000,S,Nelson,27/11/2016,2.6,3052,3,2,2,2401,132,1980,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309
1191,Parkville,14 Carrangall Pl,3,House,house with 3,965000,SP,Woodards,28/08/2016,2.6,3052,3,2,2,173,,,Melbourne,-37.7795,144.9413,Northern Metropolitan,2309
1192,Parkville,10/238 The Avenue,3,Unit,unit with 3,1040000,S,Nelson,28/08/2016,2.6,3052,3,2,1,0,,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309
1193,Parkville,9/196 The Avenue,1,Unit,unit with 1,526000,S,Jellis,30/07/2016,2.6,3052,1,1,1,0,,1995,Melbourne,-37.7829,144.9574,Northern Metropolitan,2309
1194,Parkville,17/248 The Avenue,2,Unit,unit with 2,750000,SP,Jellis,30/07/2016,2.6,3052,2,1,1,2193,,,Melbourne,-37.7813,144.9578,Northern Metropolitan,2309
1195,Pascoe Vale,9 Irvine St,3,House,house with 2,1120000,S,Brad,3/09/2016,9.9,3044,2,1,2,50,141,1950,Moreland,-37.734,144.9416,Northern Metropolitan,7485
1196,Pascoe Vale,7 Virginia St,3,House,house with 3,770000,S,Nelson,3/09/2016,9.9,3044,3,1,4,560,120,1960,Moreland,-37.7156,144.9429,Northern Metropolitan,7485
1197,Pascoe Vale,2 Hazel Gr,2,House,house with 2,915000,S,New,3/12/2016,9.9,3044,2,1,3,629,,1975,Moreland,-37.7312,144.9399,Northern Metropolitan,7485
1198,Pascoe Vale,27 Quick St,4,House,house with 4,975000,S,Brad,3/12/2016,9.9,3044,4,1,1,733,159,1960,Moreland,-37.7194,144.9307,Northern Metropolitan,7485
1199,Pascoe Vale,30 Stennis St,3,House,house with 3,770000,S,Brad,3/12/2016,9.9,3044,3,1,0,464,,,Moreland,-37.7301,144.9487,Northern Metropolitan,7485
1200,Pascoe Vale,23 Alexandra St,3,House,house with 3,780000,S,Brad,4/03/2017,9.9,3044,3,1,1,446,115,1950,Moreland,-37.7181,144.9422,Northern Metropolitan,7485
1201,Pascoe Vale,5/10 Dorset Rd,3,Unit,unit with 3,600000,S,Nelson,4/03/2017,9.9,3044,3,1,1,204,124,2008,Moreland,-37.7234,144.9497,Northern Metropolitan,7485
1202,Pascoe Vale,3 Hazel Gr,3,House,house with 3,1465000,S,Nelson,4/03/2017,9.9,3044,3,1,2,956,,,Moreland,-37.7308,144.9397,Northern Metropolitan,7485
1203,Pascoe Vale,16 Stennis St,4,House,house with 4,955000,S,Nelson,4/03/2017,9.9,3044,4,2,2,686,135,1950,Moreland,-37.731,144.9486,Northern Metropolitan,7485
1204,Pascoe Vale,8 Wicklow St,3,House,house with 3,767000,S,Brad,4/03/2017,9.9,3044,3,1,1,505,,,Moreland,-37.7187,144.9432,Northern Metropolitan,7485
1205,Pascoe Vale,31 Zenith St,4,House,house with 4,1196000,S,Nelson,4/03/2017,9.9,3044,4,2,2,559,281,1997,Moreland,-37.7236,144.9347,Northern Metropolitan,7485
1206,Pascoe Vale,24 Alexandra St,3,House,house with 3,731000,S,Brad,4/06/2016,9.9,3044,3,1,2,568,111,1960,Moreland,-37.7178,144.9422,Northern Metropolitan,7485
1207,Pascoe Vale,16 Burgundy St,2,House,house with 2,555000,S,Brad,6/08/2016,9.9,3044,2,1,2,336,,,Moreland,-37.7323,144.9288,Northern Metropolitan,7485
1208,Pascoe Vale,2/22 Joffre Rd,3,Unit,unit with 3,585000,S,Jellis,6/08/2016,9.9,3044,3,1,1,180,98,2009,Moreland,-37.718,144.94,Northern Metropolitan,7485
1209,Pascoe Vale,2/58 Railway Pde,2,Townhouse,townhouse with 2,480000,PI,Nelson,6/08/2016,9.9,3044,2,1,1,113,94,1988,Moreland,-37.7269,144.9274,Northern Metropolitan,7485
1210,Pascoe Vale,1/94 Railway Pde,4,Townhouse,townhouse with 4,605000,PI,Brad,6/08/2016,9.9,3044,4,2,1,215,157,1990,Moreland,-37.7247,144.9257,Northern Metropolitan,7485
1211,Pascoe Vale,2/2 Bellevue Tce,2,Unit,unit with 3,495000,SP,Brad,7/05/2016,9.9,3044,3,1,2,205,,,Moreland,-37.7317,144.9313,Northern Metropolitan,7485
